"Town","FIPS","Year","Foreclosure","Measure Type","Variable","Value"
"Griswold","0901133900","2008","Lis Penden Filings","Number","Foreclosures","68"
"Griswold","0901133900","2008","Total Foreclosures","Number","Foreclosures","34"
"Griswold","0901133900","2009","Lis Penden Filings","Number","Foreclosures","110"
"Griswold","0901133900","2009","Total Foreclosures","Number","Foreclosures","18"
"Griswold","0901133900","2010","Lis Penden Filings","Number","Foreclosures","99"
"Griswold","0901133900","2010","Total Foreclosures","Number","Foreclosures","34"
"Griswold","0901133900","2011","Lis Penden Filings","Number","Foreclosures","53"
"Griswold","0901133900","2011","Total Foreclosures","Number","Foreclosures","0"
"Griswold","0901133900","2012","Lis Penden Filings","Number","Foreclosures","95"
"Griswold","0901133900","2012","Total Foreclosures","Number","Foreclosures","0"
"Griswold","0901133900","2013","Lis Penden Filings","Number","Foreclosures","104"
"Griswold","0901133900","2013","Total Foreclosures","Number","Foreclosures","2"
"Griswold","0901133900","2014","Lis Penden Filings","Number","Foreclosures","43"
"Griswold","0901133900","2014","Total Foreclosures","Number","Foreclosures","8"
"Griswold","0901133900","2015","Lis Penden Filings","Number","Foreclosures","54"
"Griswold","0901133900","2015","Total Foreclosures","Number","Foreclosures","0"
"Griswold","0901133900","2016","Lis Penden Filings","Number","Foreclosures","62"
"Griswold","0901133900","2016","Total Foreclosures","Number","Foreclosures","13"
"Groton","0901134250","2008","Lis Penden Filings","Number","Foreclosures","86"
"Groton","0901134250","2008","Total Foreclosures","Number","Foreclosures","69"
"Groton","0901134250","2009","Lis Penden Filings","Number","Foreclosures","165"
"Groton","0901134250","2009","Total Foreclosures","Number","Foreclosures","27"
"Groton","0901134250","2010","Lis Penden Filings","Number","Foreclosures","178"
"Groton","0901134250","2010","Total Foreclosures","Number","Foreclosures","44"
"Groton","0901134250","2011","Lis Penden Filings","Number","Foreclosures","79"
"Groton","0901134250","2011","Total Foreclosures","Number","Foreclosures","27"
"Groton","0901134250","2012","Lis Penden Filings","Number","Foreclosures","146"
"Groton","0901134250","2012","Total Foreclosures","Number","Foreclosures","28"
"Groton","0901134250","2013","Lis Penden Filings","Number","Foreclosures","177"
"Groton","0901134250","2013","Total Foreclosures","Number","Foreclosures","4"
"Groton","0901134250","2014","Lis Penden Filings","Number","Foreclosures","34"
"Groton","0901134250","2014","Total Foreclosures","Number","Foreclosures","9"
"Groton","0901134250","2015","Lis Penden Filings","Number","Foreclosures","68"
"Groton","0901134250","2015","Total Foreclosures","Number","Foreclosures","3"
"Groton","0901134250","2016","Lis Penden Filings","Number","Foreclosures","79"
"Groton","0901134250","2016","Total Foreclosures","Number","Foreclosures","14"
"Guilford","0900934950","2008","Lis Penden Filings","Number","Foreclosures","57"
"Guilford","0900934950","2008","Total Foreclosures","Number","Foreclosures","16"
"Guilford","0900934950","2009","Lis Penden Filings","Number","Foreclosures","133"
"Guilford","0900934950","2009","Total Foreclosures","Number","Foreclosures","24"
"Guilford","0900934950","2010","Lis Penden Filings","Number","Foreclosures","117"
"Guilford","0900934950","2010","Total Foreclosures","Number","Foreclosures","25"
"Guilford","0900934950","2011","Lis Penden Filings","Number","Foreclosures","44"
"Guilford","0900934950","2011","Total Foreclosures","Number","Foreclosures","6"
"Guilford","0900934950","2012","Lis Penden Filings","Number","Foreclosures","73"
"Guilford","0900934950","2012","Total Foreclosures","Number","Foreclosures","20"
"Guilford","0900934950","2013","Lis Penden Filings","Number","Foreclosures","98"
"Guilford","0900934950","2013","Total Foreclosures","Number","Foreclosures","18"
"Guilford","0900934950","2014","Lis Penden Filings","Number","Foreclosures","29"
"Guilford","0900934950","2014","Total Foreclosures","Number","Foreclosures","48"
"Guilford","0900934950","2015","Lis Penden Filings","Number","Foreclosures","59"
"Guilford","0900934950","2015","Total Foreclosures","Number","Foreclosures","23"
"Guilford","0900934950","2016","Lis Penden Filings","Number","Foreclosures","59"
"Guilford","0900934950","2016","Total Foreclosures","Number","Foreclosures","5"
"Haddam","0900735230","2008","Lis Penden Filings","Number","Foreclosures","24"
"Haddam","0900735230","2008","Total Foreclosures","Number","Foreclosures","7"
"Haddam","0900735230","2009","Lis Penden Filings","Number","Foreclosures","54"
"Haddam","0900735230","2009","Total Foreclosures","Number","Foreclosures","12"
"Haddam","0900735230","2010","Lis Penden Filings","Number","Foreclosures","40"
"Haddam","0900735230","2010","Total Foreclosures","Number","Foreclosures","6"
"Haddam","0900735230","2011","Lis Penden Filings","Number","Foreclosures","38"
"Haddam","0900735230","2011","Total Foreclosures","Number","Foreclosures","1"
"Haddam","0900735230","2012","Lis Penden Filings","Number","Foreclosures","38"
"Haddam","0900735230","2012","Total Foreclosures","Number","Foreclosures","4"
"Haddam","0900735230","2013","Lis Penden Filings","Number","Foreclosures","48"
"Haddam","0900735230","2013","Total Foreclosures","Number","Foreclosures","11"
"Haddam","0900735230","2014","Lis Penden Filings","Number","Foreclosures","63"
"Haddam","0900735230","2014","Total Foreclosures","Number","Foreclosures","7"
"Haddam","0900735230","2015","Lis Penden Filings","Number","Foreclosures","24"
"Haddam","0900735230","2015","Total Foreclosures","Number","Foreclosures","26"
"Haddam","0900735230","2016","Lis Penden Filings","Number","Foreclosures","32"
"Haddam","0900735230","2016","Total Foreclosures","Number","Foreclosures","7"
"Hamden","0900935650","2008","Lis Penden Filings","Number","Foreclosures","307"
"Hamden","0900935650","2008","Total Foreclosures","Number","Foreclosures","68"
"Hamden","0900935650","2009","Lis Penden Filings","Number","Foreclosures","519"
"Hamden","0900935650","2009","Total Foreclosures","Number","Foreclosures","86"
"Hamden","0900935650","2010","Lis Penden Filings","Number","Foreclosures","488"
"Hamden","0900935650","2010","Total Foreclosures","Number","Foreclosures","100"
"Hamden","0900935650","2011","Lis Penden Filings","Number","Foreclosures","260"
"Hamden","0900935650","2011","Total Foreclosures","Number","Foreclosures","37"
"Hamden","0900935650","2012","Lis Penden Filings","Number","Foreclosures","342"
"Hamden","0900935650","2012","Total Foreclosures","Number","Foreclosures","68"
"Hamden","0900935650","2013","Lis Penden Filings","Number","Foreclosures","347"
"Hamden","0900935650","2013","Total Foreclosures","Number","Foreclosures","64"
"Hamden","0900935650","2014","Lis Penden Filings","Number","Foreclosures","69"
"Hamden","0900935650","2014","Total Foreclosures","Number","Foreclosures","154"
"Hamden","0900935650","2015","Lis Penden Filings","Number","Foreclosures","215"
"Hamden","0900935650","2015","Total Foreclosures","Number","Foreclosures","66"
"Hamden","0900935650","2016","Lis Penden Filings","Number","Foreclosures","237"
"Hamden","0900935650","2016","Total Foreclosures","Number","Foreclosures","79"
"Hampton","0901536000","2008","Lis Penden Filings","Number","Foreclosures","7"
"Hampton","0901536000","2008","Total Foreclosures","Number","Foreclosures","5"
"Hampton","0901536000","2009","Lis Penden Filings","Number","Foreclosures","6"
"Hampton","0901536000","2009","Total Foreclosures","Number","Foreclosures","1"
"Hampton","0901536000","2010","Lis Penden Filings","Number","Foreclosures","8"
"Hampton","0901536000","2010","Total Foreclosures","Number","Foreclosures","1"
"Hampton","0901536000","2011","Lis Penden Filings","Number","Foreclosures","8"
"Hampton","0901536000","2011","Total Foreclosures","Number","Foreclosures","1"
"Hampton","0901536000","2012","Lis Penden Filings","Number","Foreclosures","14"
"Hampton","0901536000","2012","Total Foreclosures","Number","Foreclosures","1"
"Hampton","0901536000","2013","Lis Penden Filings","Number","Foreclosures","6"
"Hampton","0901536000","2013","Total Foreclosures","Number","Foreclosures","4"
"Hampton","0901536000","2014","Lis Penden Filings","Number","Foreclosures","8"
"Hampton","0901536000","2014","Total Foreclosures","Number","Foreclosures","3"
"Hampton","0901536000","2015","Lis Penden Filings","Number","Foreclosures","7"
"Hampton","0901536000","2015","Total Foreclosures","Number","Foreclosures","4"
"Hampton","0901536000","2016","Lis Penden Filings","Number","Foreclosures","8"
"Hampton","0901536000","2016","Total Foreclosures","Number","Foreclosures","2"
"Hartford","0900337070","2008","Lis Penden Filings","Number","Foreclosures","495"
"Hartford","0900337070","2008","Total Foreclosures","Number","Foreclosures","250"
"Hartford","0900337070","2009","Lis Penden Filings","Number","Foreclosures","709"
"Hartford","0900337070","2009","Total Foreclosures","Number","Foreclosures","207"
"Hartford","0900337070","2010","Lis Penden Filings","Number","Foreclosures","690"
"Hartford","0900337070","2010","Total Foreclosures","Number","Foreclosures","250"
"Hartford","0900337070","2011","Lis Penden Filings","Number","Foreclosures","446"
"Hartford","0900337070","2011","Total Foreclosures","Number","Foreclosures","126"
"Hartford","0900337070","2012","Lis Penden Filings","Number","Foreclosures","652"
"Hartford","0900337070","2012","Total Foreclosures","Number","Foreclosures","115"
"Hartford","0900337070","2013","Lis Penden Filings","Number","Foreclosures","598"
"Hartford","0900337070","2013","Total Foreclosures","Number","Foreclosures","193"
"Hartford","0900337070","2014","Lis Penden Filings","Number","Foreclosures","38"
"Hartford","0900337070","2014","Total Foreclosures","Number","Foreclosures","218"
"Hartford","0900337070","2015","Lis Penden Filings","Number","Foreclosures","342"
"Hartford","0900337070","2015","Total Foreclosures","Number","Foreclosures","168"
"Hartford","0900337070","2016","Lis Penden Filings","Number","Foreclosures","430"
"Hartford","0900337070","2016","Total Foreclosures","Number","Foreclosures","163"
"Hartland","0900337140","2008","Lis Penden Filings","Number","Foreclosures","10"
"Hartland","0900337140","2008","Total Foreclosures","Number","Foreclosures","3"
"Hartland","0900337140","2009","Lis Penden Filings","Number","Foreclosures","6"
"Hartland","0900337140","2009","Total Foreclosures","Number","Foreclosures","1"
"Hartland","0900337140","2010","Lis Penden Filings","Number","Foreclosures","8"
"Hartland","0900337140","2010","Total Foreclosures","Number","Foreclosures","2"
"Hartland","0900337140","2011","Lis Penden Filings","Number","Foreclosures","4"
"Hartland","0900337140","2011","Total Foreclosures","Number","Foreclosures","3"
"Hartland","0900337140","2012","Lis Penden Filings","Number","Foreclosures","3"
"Hartland","0900337140","2012","Total Foreclosures","Number","Foreclosures","2"
"Hartland","0900337140","2013","Lis Penden Filings","Number","Foreclosures","7"
"Hartland","0900337140","2013","Total Foreclosures","Number","Foreclosures","0"
"Hartland","0900337140","2014","Lis Penden Filings","Number","Foreclosures","12"
"Hartland","0900337140","2014","Total Foreclosures","Number","Foreclosures","11"
"Hartland","0900337140","2015","Lis Penden Filings","Number","Foreclosures","6"
"Hartland","0900337140","2015","Total Foreclosures","Number","Foreclosures","0"
"Hartland","0900337140","2016","Lis Penden Filings","Number","Foreclosures","9"
"Hartland","0900337140","2016","Total Foreclosures","Number","Foreclosures","1"
"Harwinton","0900537280","2008","Lis Penden Filings","Number","Foreclosures","13"
"Harwinton","0900537280","2008","Total Foreclosures","Number","Foreclosures","5"
"Harwinton","0900537280","2009","Lis Penden Filings","Number","Foreclosures","21"
"Harwinton","0900537280","2009","Total Foreclosures","Number","Foreclosures","2"
"Harwinton","0900537280","2010","Lis Penden Filings","Number","Foreclosures","19"
"Harwinton","0900537280","2010","Total Foreclosures","Number","Foreclosures","6"
"Harwinton","0900537280","2011","Lis Penden Filings","Number","Foreclosures","11"
"Harwinton","0900537280","2011","Total Foreclosures","Number","Foreclosures","3"
"Harwinton","0900537280","2012","Lis Penden Filings","Number","Foreclosures","16"
"Harwinton","0900537280","2012","Total Foreclosures","Number","Foreclosures","4"
"Harwinton","0900537280","2013","Lis Penden Filings","Number","Foreclosures","17"
"Harwinton","0900537280","2013","Total Foreclosures","Number","Foreclosures","5"
"Harwinton","0900537280","2014","Lis Penden Filings","Number","Foreclosures","39"
"Harwinton","0900537280","2014","Total Foreclosures","Number","Foreclosures","8"
"Harwinton","0900537280","2015","Lis Penden Filings","Number","Foreclosures","10"
"Harwinton","0900537280","2015","Total Foreclosures","Number","Foreclosures","19"
"Harwinton","0900537280","2016","Lis Penden Filings","Number","Foreclosures","4"
"Harwinton","0900537280","2016","Total Foreclosures","Number","Foreclosures","4"
"Hebron","0901337910","2008","Lis Penden Filings","Number","Foreclosures","18"
"Hebron","0901337910","2008","Total Foreclosures","Number","Foreclosures","8"
"Hebron","0901337910","2009","Lis Penden Filings","Number","Foreclosures","39"
"Hebron","0901337910","2009","Total Foreclosures","Number","Foreclosures","10"
"Hebron","0901337910","2010","Lis Penden Filings","Number","Foreclosures","39"
"Hebron","0901337910","2010","Total Foreclosures","Number","Foreclosures","3"
"Hebron","0901337910","2011","Lis Penden Filings","Number","Foreclosures","14"
"Hebron","0901337910","2011","Total Foreclosures","Number","Foreclosures","9"
"Hebron","0901337910","2012","Lis Penden Filings","Number","Foreclosures","43"
"Hebron","0901337910","2012","Total Foreclosures","Number","Foreclosures","8"
"Hebron","0901337910","2013","Lis Penden Filings","Number","Foreclosures","42"
"Hebron","0901337910","2013","Total Foreclosures","Number","Foreclosures","8"
"Hebron","0901337910","2014","Lis Penden Filings","Number","Foreclosures","55"
"Hebron","0901337910","2014","Total Foreclosures","Number","Foreclosures","10"
